sample_index,value
65732,-11906
65733,-11504
65734,-16332
65735,-11904
65736,-11512
65737,-16330
65738,-11882
65739,-11498
65740,-16306
65741,-11864
65742,-11480
65743,-16284
65744,-11856
65745,-11462
65746,-16264
65747,-11836
65748,-11450
65749,-16234
65750,-11806
65751,-11444
65752,-16224
65753,-11772
65754,-11422
65755,-16210
65756,-11728
65757,-11414
65758,-16214
65759,-11706
65760,-11412
65761,-16198
65762,-11676
65763,-11418
65764,-16182
65765,-11666
65766,-11424
65767,-16180
65768,-11692
65769,-11434
65770,-16162
65771,-11710
65772,-11486
65773,-16192
65774,-11760
65775,-11548
65776,-16230
65777,-11808
65778,-11600
65779,-16264
65780,-11842
65781,-11630
65782,-16286
65783,-11892
65784,-11666
65785,-16328
65786,-11956
65787,-11708
65788,-16402
65789,-12020
65790,-11718
65791,-16464
65792,-12050
65793,-11726
65794,-16520
65795,-12066
65796,-11728
65797,-16532
65798,-12094
65799,-11748
65800,-16558
65801,-12140
65802,-11780
65803,-16618
65804,-12184
65805,-11820
65806,-16652
65807,-12216
65808,-11860
65809,-16652
65810,-12248
65811,-11882
65812,-16672
65813,-12266
65814,-11932
65815,-16714
65816,-12294
65817,-11980
65818,-16732
65819,-12312
65820,-12026
65821,-16754
65822,-12322
65823,-12074
65824,-16756
65825,-12322
65826,-12080
65827,-16768
65828,-12316
65829,-12076
65830,-16816
65831,-12322
65832,-12074
65833,-16840
65834,-12322
65835,-12118
65836,-16848
65837,-12322
65838,-12164
65839,-16852
65840,-12336
65841,-12200
65842,-16876
65843,-12376
65844,-12234
65845,-16902
65846,-12414
65847,-12240
65848,-16926
65849,-12454
65850,-12248
65851,-16944
65852,-12482
65853,-12228
65854,-16964
65855,-12500
65856,-12184
65857,-16982
65858,-12498
65859,-12124
65860,-16966
65861,-12490
65862,-12094
65863,-16932
65864,-12490
65865,-12070
65866,-16900
65867,-12482
65868,-12042
65869,-16884
65870,-12494
65871,-12000
65872,-16850
65873,-12498
65874,-11936
65875,-16824
65876,-12476
65877,-11912
65878,-16792
65879,-12428
65880,-11890
65881,-16762
65882,-12384
65883,-11888
65884,-16732
65885,-12366
65886,-11910
65887,-16702
65888,-12340
65889,-11914
65890,-16702
65891,-12282
65892,-11936
65893,-16690
65894,-12206
65895,-11954
65896,-16698
65897,-12158
65898,-11962
65899,-16698
65900,-12138
65901,-11966
65902,-16690
65903,-12112
65904,-11948
65905,-16650
65906,-12086
65907,-11896
65908,-16586
65909,-12072
65910,-11840
65911,-16572
65912,-12076
65913,-11796
65914,-16526
65915,-12084
65916,-11758
65917,-16486
65918,-12072
65919,-11744
65920,-16440
65921,-12044
65922,-11728
65923,-16408
65924,-12034
65925,-11714
65926,-16406
65927,-12054
65928,-11704
65929,-16392
65930,-12074
65931,-11696
65932,-16398
65933,-12080
65934,-11696
65935,-16400
65936,-12078
65937,-11698
65938,-16434
65939,-12058
65940,-11690
65941,-16452
65942,-12038
65943,-11696
65944,-16436
65945,-12022
65946,-11688
65947,-16410
65948,-11980
65949,-11650
65950,-16382
65951,-11934
65952,-11602
65953,-16350
65954,-11894
65955,-11556
65956,-16312
65957,-11856
65958,-11514
65959,-16316
65960,-11812
65961,-11462
65962,-16308
65963,-11774
65964,-11436
65965,-16300
65966,-11742
65967,-11416
65968,-16290
65969,-11722
65970,-11378
65971,-16288
65972,-11710
65973,-11374
65974,-16312
65975,-11700
65976,-11380
65977,-16334
65978,-11686
65979,-11388
65980,-16370
65981,-11682
65982,-11404
65983,-16386
65984,-11708
65985,-11408
65986,-16394
65987,-11722
65988,-11446
65989,-16384
65990,-11726
65991,-11476
65992,-16374
65993,-11736
65994,-11496
65995,-16342
65996,-11738
65997,-11536
65998,-16298
65999,-11728
66000,-11540
66001,-16320
66002,-11708
66003,-11532
66004,-16328
66005,-11686
66006,-11516
66007,-16298
66008,-11680
66009,-11504
66010,-16282
66011,-11720
66012,-11486
66013,-16264
66014,-11778
66015,-11476
66016,-16234
66017,-11838
66018,-11496
66019,-16240
66020,-11884
66021,-11502
66022,-16254
66023,-11898
66024,-11532
66025,-16256
66026,-11910
66027,-11558
66028,-16290
66029,-11902
66030,-11586
66031,-16338
66032,-11896
66033,-11632
66034,-16370
66035,-11892
66036,-11658
66037,-16424
66038,-11910
66039,-11688
66040,-16494
66041,-11934
66042,-11700
66043,-16518
66044,-11940
66045,-11708
66046,-16502
66047,-11956
66048,-11200
66049,-15824
66050,-11512
66051,-11168
66052,-15816
66053,-11500
66054,-11150
66055,-15852
66056,-11500
66057,-11148
66058,-15862
66059,-11492
66060,-11166
66061,-15854
66062,-11470
66063,-11186
66064,-15844
66065,-11434
66066,-11196
66067,-15826
66068,-11392
66069,-11210
66070,-15804
66071,-11352
66072,-11204
66073,-15796
66074,-11298
66075,-11178
66076,-15768
66077,-11230
66078,-11148
66079,-15746
66080,-11216
66081,-11106
66082,-15746
66083,-11228
66084,-11092
66085,-15722
66086,-11234
66087,-11084
66088,-15706
66089,-11244
66090,-11072
66091,-15686
66092,-11244
66093,-11034
66094,-15678
66095,-11254
66096,-11006
66097,-15694
66098,-11278
66099,-11014
66100,-15720
66101,-11302
66102,-11022
66103,-15744
66104,-11298
66105,-11026
66106,-15770
66107,-11290
66108,-11020
66109,-15830
66110,-11308
66111,-11038
66112,-15894
66113,-11350
66114,-11058
66115,-15934
66116,-11380
66117,-11092
66118,-15980
66119,-11408
66120,-11148
66121,-16006
66122,-11430
66123,-11168
66124,-15994
66125,-11450
66126,-11178
66127,-15992
66128,-11474
66129,-11184
66130,-15972
66131,-11500
66132,-11204
66133,-15940
66134,-11502
66135,-11230
66136,-15922
66137,-11460
66138,-11242
66139,-15892
66140,-11434
66141,-11226
66142,-15858
66143,-11402
66144,-11202
66145,-15820
66146,-11380
66147,-11172
66148,-15810
66149,-11382
66150,-11114
66151,-15802
66152,-11370
66153,-11066
66154,-15792
66155,-11348
66156,-11052
66157,-15774
66158,-11340
66159,-11044
66160,-15740
66161,-11344
66162,-11048
66163,-15722
66164,-11342
66165,-11050
66166,-15694
66167,-11370
66168,-11064
66169,-15692
66170,-11386
66171,-11074
66172,-15682
66173,-11368
66174,-11090
66175,-15664
66176,-11350
66177,-11100
66178,-15662
66179,-11334
66180,-11102
66181,-15686
66182,-11350
66183,-11108
66184,-15702
66185,-11362
66186,-11108
66187,-15684
66188,-11360
66189,-11122
66190,-15700
66191,-11382
66192,-11124
66193,-15742
66194,-11392
66195,-11156
66196,-15796
66197,-11418
66198,-11190
66199,-15826
66200,-11470
66201,-11184
66202,-15848
66203,-11474
66204,-11170
66205,-15858
66206,-11444
66207,-11170
66208,-15870
66209,-11440
66210,-11190
66211,-15916
66212,-11438
66213,-11180
66214,-15966
66215,-11440
66216,-11194
66217,-15980
66218,-11450
66219,-11210
66220,-15996
66221,-11454
66222,-11220
66223,-16044
66224,-11460
66225,-11238
66226,-16050
66227,-11454
66228,-11248
66229,-16058
66230,-11476
66231,-11282
66232,-16072
66233,-11500
66234,-11292
66235,-16074
66236,-11490
66237,-11308
66238,-16076
66239,-11478
66240,-11316
66241,-16052
66242,-11486
66243,-11296
66244,-16036
66245,-11508
66246,-11298
66247,-15974
66248,-11512
66249,-11322
66250,-15930
66251,-11516
66252,-11318
66253,-15934
66254,-11480
66255,-11274
66256,-15944
66257,-11436
66258,-11250
66259,-15942
66260,-11408
66261,-11224
66262,-15920
66263,-11400
66264,-11218
66265,-15920
66266,-11396
66267,-11216
66268,-15890
66269,-11370
66270,-11190
66271,-15868
66272,-11364
66273,-11172
66274,-15854
66275,-11356
66276,-11152
66277,-15852
66278,-11352
66279,-11170
66280,-15878
66281,-11352
66282,-11164
66283,-15882
66284,-11350
66285,-11140
66286,-15872
66287,-11340
66288,-11136
66289,-15854
66290,-11326
66291,-11138
66292,-15854
66293,-11354
66294,-11140
66295,-15890
66296,-11378
66297,-11140
66298,-15914
66299,-11404
66300,-11134
66301,-15892
66302,-11418
66303,-11126
66304,-15868
66305,-11404
66306,-11132
66307,-15876
66308,-11402
66309,-11114
66310,-15884
66311,-11410
66312,-11098
66313,-15884
66314,-11398
66315,-11082
66316,-15900
66317,-11380
66318,-11066
66319,-15896
66320,-11382
66321,-11082
66322,-15880
66323,-11376
66324,-11102
66325,-15846
66326,-11368
66327,-11122
66328,-15788
66329,-11392
66330,-11120
66331,-15780
66332,-11424
66333,-11136
66334,-15806
66335,-11438
66336,-11160
66337,-15842
66338,-11426
66339,-11160
66340,-15864
66341,-11426
66342,-11172
66343,-15866
66344,-11482
66345,-11162
66346,-15894
66347,-11540
66348,-11164
66349,-15940
66350,-11586
66351,-11174
66352,-16004
66353,-11610
66354,-11180
66355,-16006
66356,-11608
66357,-11202
66358,-16006
66359,-11610
66360,-11224
66361,-16038
66362,-11622
66363,-11234
66364,-16058
66365,-11620
66366,-11260
66367,-16066
66368,-11582
66369,-11300
66370,-16080
66371,-11554
66372,-11330
66373,-16136
66374,-11556
66375,-11358
66376,-16168
66377,-11554
66378,-11392
66379,-16160
66380,-11564
66381,-11384
66382,-16102
66383,-11578
66384,-11366
66385,-16066
66386,-11584
66387,-11342
66388,-16066
66389,-11578
66390,-11302
66391,-16050
66392,-11572
66393,-11266
66394,-16056
66395,-11570
66396,-11226
66397,-16040
66398,-11564
66399,-11222
66400,-16016
66401,-11572
66402,-11218
66403,-16042
66404,-11584
66405,-11230
66406,-16112
66407,-11600
66408,-11258
66409,-16176
66410,-11626
66411,-11294
66412,-16178
66413,-11672
66414,-11364
66415,-16172
66416,-11700
66417,-11412
66418,-16166
66419,-11742
66420,-11462
66421,-16184
66422,-11818
66423,-11502
66424,-16216
66425,-11876
66426,-11520
66427,-16232
66428,-11920
66429,-11532
66430,-16244
66431,-11940
66432,-11540
66433,-16250
66434,-11950
66435,-11558
66436,-16284
66437,-11940
66438,-11564
66439,-16328
66440,-11930
66441,-11578
66442,-16368
66443,-11910
66444,-11604
66445,-16370
66446,-11882
66447,-11614
66448,-16382
66449,-11904
66450,-11638
66451,-16414
66452,-11910
66453,-11646
66454,-16432
66455,-11926
66456,-11628
66457,-16446
66458,-11972
66459,-11620
66460,-16426
66461,-11994
66462,-11602
66463,-16414
66464,-11988
66465,-11576
66466,-16430
66467,-11990
66468,-11562
66469,-16438
66470,-11982
66471,-11576
66472,-16438
66473,-11946
66474,-11602
66475,-16428
66476,-11934
66477,-11624
66478,-16398
66479,-11928
66480,-11644
66481,-16398
66482,-11922
66483,-11650
66484,-16418
66485,-11908
66486,-11656
66487,-16464
66488,-11894
66489,-11656
66490,-16498
66491,-11878
66492,-11630
66493,-16498
66494,-11862
66495,-11606
66496,-16478
66497,-11896
66498,-11600
66499,-16442
66500,-11924
66501,-11604
66502,-16424
66503,-11938
66504,-11614
66505,-16402
66506,-11946
66507,-11628
66508,-16368
66509,-11960
66510,-11666
66511,-16366
66512,-12004
66513,-11718
66514,-16386
66515,-12032
66516,-11760
66517,-16444
66518,-12030
66519,-11766
66520,-16540
66521,-12008
66522,-11780
66523,-16554
66524,-11982
66525,-11794
66526,-16526
66527,-11964
66528,-11790
66529,-16534
66530,-11952
66531,-11780
66532,-16524
66533,-11946
66534,-11772
66535,-16478
66536,-11932
66537,-11772
66538,-16440
66539,-11918
66540,-11740
66541,-16416
66542,-11910
66543,-11718
66544,-16388
66545,-11898
66546,-11700
66547,-16368
66548,-11886
66549,-11684
66550,-16366
66551,-11892
66552,-11654
66553,-16412
66554,-11906
66555,-11626
66556,-16492
66557,-11934
66558,-11608
66559,-16488
66560,-11956
66561,-11578
66562,-16410
66563,-11948
66564,-11564
66565,-16386
66566,-11940
66567,-11546
66568,-16424
66569,-11952
66570,-11554
66571,-16426
66572,-11974
66573,-11584
66574,-16396
66575,-11988
66576,-11606
66577,-16386
66578,-12012
66579,-11636
66580,-16358
66581,-12046
66582,-11674
66583,-16382
66584,-12076
66585,-11694
66586,-16442
66587,-12090
66588,-11666
66589,-16492
66590,-12084
66591,-11658
66592,-16472
66593,-12080
66594,-11660
66595,-16410
66596,-12090
66597,-11654
66598,-16412
66599,-12104
66600,-11672
66601,-16436
66602,-12084
66603,-11676
66604,-16460
66605,-12058
66606,-11680
66607,-16488
66608,-12040
66609,-11686
66610,-16540
66611,-12028
66612,-11706
66613,-16568
66614,-12036
66615,-11746
66616,-16560
66617,-12030
66618,-11756
66619,-16558
66620,-12000
66621,-11736
66622,-16586
66623,-11976
66624,-11728
66625,-16602
66626,-12008
66627,-11730
66628,-16564
66629,-12062
66630,-11724
66631,-16524
66632,-12080
66633,-11694
66634,-16480
66635,-12088
66636,-11678
66637,-16482
66638,-12130
66639,-11674
66640,-16492
66641,-12122
66642,-11670
66643,-16458
66644,-12130
66645,-11702
66646,-16426
66647,-12176
66648,-11728
66649,-16414
66650,-12168
66651,-11752
66652,-16438
66653,-12150
66654,-11768
66655,-16446
66656,-12138
66657,-11778
66658,-16450
66659,-12144
66660,-11796
66661,-16466
66662,-12114
66663,-11788
66664,-16458
66665,-12064
66666,-11792
66667,-16464
66668,-12042
66669,-11784
66670,-16486
66671,-12040
66672,-11774
66673,-16502
66674,-12080
66675,-11786
66676,-16500
66677,-12104
66678,-11784
66679,-16498
66680,-12124
66681,-11796
66682,-16518
66683,-12134
66684,-11788
66685,-16548
66686,-12138
66687,-11780
66688,-16590
66689,-12144
66690,-11766
66691,-16582
66692,-12128
66693,-11742
66694,-16572
66695,-12146
66696,-11726
66697,-16552
66698,-12148
66699,-11730
66700,-16500
66701,-12108
66702,-11740
66703,-16502
66704,-12066
66705,-11738
66706,-16514
66707,-12054
66708,-11754
66709,-16528
66710,-12036
66711,-11760
66712,-16510
66713,-12024
66714,-11776
66715,-16504
66716,-12058
66717,-11760
66718,-16510
66719,-12078
66720,-11762
66721,-16516
66722,-12090
66723,-11792
66724,-16572
66725,-12112
66726,-11794
66727,-16570
66728,-12126
66729,-11812
66730,-16582
66731,-12148
66732,-11834
66733,-16608
66734,-12176
66735,-11858
66736,-16634
66737,-12190
66738,-11868
66739,-16660
66740,-12190
66741,-11872
66742,-16638
66743,-12196
66744,-11870
66745,-16614
66746,-12196
66747,-11838
66748,-16612
66749,-12192
66750,-11818
66751,-16660
66752,-12182
66753,-11760
66754,-16660
66755,-12154
66756,-11700
66757,-16614
66758,-12132
66759,-11666
66760,-16584
66761,-12096
66762,-11630
66763,-16568
66764,-12048
66765,-11630
66766,-16542
66767,-11980
66768,-11620
66769,-16496
66770,-11912
66771,-11648
66772,-16492
66773,-11876
66774,-11688
66775,-16458
66776,-11876
66777,-11680
66778,-16430
66779,-11888
66780,-11668
66781,-16418
66782,-11898
66783,-11622
66784,-16414
66785,-11922
66786,-11602
66787,-16442
66788,-11936
66789,-11624
66790,-16430
66791,-11962
66792,-11670
66793,-16442
66794,-12008
66795,-11674
66796,-16418
66797,-12020
66798,-11656
66799,-16428
66800,-12016
66801,-11656
66802,-16442
66803,-11990
66804,-11638
66805,-16446
66806,-11958
66807,-11646
66808,-16498
66809,-11932
66810,-11656
66811,-16500
66812,-11948
66813,-11656
66814,-16508
66815,-11974
66816,-11774
66817,-16518
66818,-12186
66819,-11766
66820,-16464
66821,-12128
66822,-11758
66823,-16394
66824,-12098
66825,-11740
66826,-16368
66827,-12086
66828,-11714
66829,-16368
66830,-12054
66831,-11694
66832,-16376
66833,-12032
66834,-11680
66835,-16394
66836,-11998
66837,-11662
66838,-16410
66839,-11966
66840,-11664
66841,-16400
66842,-11964
66843,-11672
66844,-16408
66845,-11984
66846,-11706
66847,-16422
66848,-12008
66849,-11740
66850,-16452
66851,-12034
66852,-11768
66853,-16470
66854,-12084
66855,-11802
66856,-16496
66857,-12128
66858,-11824
66859,-16546
66860,-12176
66861,-11850
66862,-16592
66863,-12196
66864,-11866
66865,-16634
66866,-12166
66867,-11848
66868,-16620
66869,-12144
66870,-11814
66871,-16610
66872,-12126
66873,-11808
66874,-16598
66875,-12124
66876,-11782
66877,-16554
66878,-12102
66879,-11742
66880,-16504
66881,-12052
66882,-11724
66883,-16454
66884,-12020
66885,-11730
66886,-16410
66887,-11980
66888,-11726
66889,-16370
66890,-11950
66891,-11710
66892,-16332
66893,-11928
66894,-11714
66895,-16292
66896,-11886
66897,-11704
66898,-16314
66899,-11850
66900,-11684
66901,-16360
66902,-11842
66903,-11652
66904,-16386
66905,-11878
66906,-11634
66907,-16412
66908,-11888
66909,-11608
66910,-16398
66911,-11892
66912,-11578
66913,-16354
66914,-11898
66915,-11566
66916,-16308
66917,-11894
66918,-11556
66919,-16340
66920,-11908
66921,-11562
66922,-16404
66923,-11902
66924,-11556
66925,-16408
66926,-11882
66927,-11544
66928,-16386
66929,-11878
66930,-11544
66931,-16354
66932,-11864
66933,-11560
66934,-16328
66935,-11834
66936,-11582
66937,-16318
66938,-11808
66939,-11576
66940,-16348
66941,-11774
66942,-11576
66943,-16376
66944,-11766
66945,-11562
66946,-16402
66947,-11768
66948,-11554
66949,-16418
66950,-11754
66951,-11556
66952,-16392
66953,-11728
66954,-11570
66955,-16358
66956,-11696
66957,-11572
66958,-16304
66959,-11686
66960,-11530
66961,-16302
66962,-11700
66963,-11510
66964,-16284
66965,-11702
66966,-11484
66967,-16242
66968,-11704
66969,-11468
66970,-16210
66971,-11700
66972,-11442
66973,-16148
66974,-11678
66975,-11392
66976,-16114
66977,-11664
66978,-11358
66979,-16074
66980,-11642
66981,-11316
66982,-16028
66983,-11618
66984,-11282
66985,-15980
66986,-11590
66987,-11244
66988,-15948
66989,-11546
66990,-11198
66991,-15914
66992,-11496
66993,-11170
66994,-15852
66995,-11452
66996,-11158
66997,-15826
66998,-11446
66999,-11144
67000,-15792
67001,-11456
67002,-11116
67003,-15774
67004,-11456
67005,-11094
67006,-15724
67007,-11434
67008,-11068
67009,-15690
67010,-11390
67011,-11036
67012,-15682
67013,-11354
67014,-11036
67015,-15678
67016,-11328
67017,-11036
67018,-15702
67019,-11314
67020,-11032
67021,-15706
67022,-11312
67023,-11066
67024,-15718
67025,-11306
67026,-11106
67027,-15698
67028,-11296
67029,-11150
67030,-15706
67031,-11296
67032,-11176
67033,-15716
67034,-11290
67035,-11200
67036,-15712
67037,-11290
67038,-11252
67039,-15754
67040,-11302
67041,-11278
67042,-15784
67043,-11310
67044,-11286
67045,-15834
67046,-11312
67047,-11260
67048,-15868
67049,-11322
67050,-11230
67051,-15892
67052,-11358
67053,-11240
67054,-15938
67055,-11418
67056,-11254
67057,-15994
67058,-11494
67059,-11288
67060,-16006
67061,-11550
67062,-11334
67063,-15972
67064,-11588
67065,-11396
67066,-16000
67067,-11616
67068,-11454
67069,-16026
67070,-11636
67071,-11488
67072,-16086
67073,-11658
67074,-11520
67075,-16128
67076,-11640
67077,-11518
67078,-16106
67079,-11608
67080,-11512
67081,-16106
67082,-11604
67083,-11524
67084,-16110
67085,-11612
67086,-11514
67087,-16112
67088,-11606
67089,-11490
67090,-16080
67091,-11580
67092,-11462
67093,-16078
67094,-11580
67095,-11438
67096,-16088
67097,-11556
67098,-11386
67099,-16078
67100,-11506
67101,-11346
67102,-16092
67103,-11486
67104,-11320
67105,-16096
67106,-11450
67107,-11280
67108,-16094
67109,-11436
67110,-11268
67111,-16086
67112,-11456
67113,-11256
67114,-16090
67115,-11460
67116,-11282
67117,-16092
67118,-11442
67119,-11340
67120,-16144
67121,-11476
67122,-11388
67123,-16182
67124,-11530
67125,-11404
67126,-16186
67127,-11578
67128,-11404
67129,-16194
67130,-11660
67131,-11430
67132,-16168
67133,-11708
67134,-11448
67135,-16180
67136,-11758
67137,-11478
67138,-16174
67139,-11800
67140,-11486
67141,-16150
67142,-11806
67143,-11494
67144,-16154
67145,-11832
67146,-11484
67147,-16158
67148,-11858
67149,-11470
67150,-16186
67151,-11874
67152,-11496
67153,-16194
67154,-11862
67155,-11488
67156,-16194
67157,-11862
67158,-11452
67159,-16192
67160,-11860
67161,-11406
67162,-16210
67163,-11844
67164,-11402
67165,-16222
67166,-11828
67167,-11426
67168,-16200
67169,-11796
67170,-11442
67171,-16194
67172,-11758
67173,-11456
67174,-16182
67175,-11726
67176,-11462
67177,-16188
67178,-11738
67179,-11514
67180,-16206
67181,-11760
67182,-11552
67183,-16220
67184,-11756
67185,-11574
67186,-16218
67187,-11752
67188,-11578
67189,-16214
67190,-11760
67191,-11568
67192,-16254
67193,-11766
67194,-11560
67195,-16274
67196,-11738
67197,-11534
67198,-16256
67199,-11690
67200,-11530
67201,-16222
67202,-11650
67203,-11510
67204,-16206
67205,-11602
67206,-11492
67207,-16210
67208,-11554
67209,-11464
67210,-16238
67211,-11538
67212,-11442
67213,-16264
67214,-11528
67215,-11450
67216,-16216
67217,-11562
67218,-11466
67219,-16162
67220,-11616
67221,-11500
67222,-16152
67223,-11656
67224,-11526
67225,-16168
67226,-11692
67227,-11574
67228,-16206
67229,-11726
67230,-11610
67231,-16260
67232,-11780
67233,-11638
67234,-16312
67235,-11840
67236,-11660
67237,-16342
67238,-11874
67239,-11676
67240,-16364
67241,-11884
67242,-11710
67243,-16410
67244,-11906
67245,-11710
67246,-16480
67247,-11946
67248,-11714
67249,-16520
67250,-11958
67251,-11714
67252,-16520
67253,-11926
67254,-11706
67255,-16502
67256,-11916
67257,-11680
67258,-16488
67259,-11920
67260,-11632
67261,-16446
67262,-11926
67263,-11606
67264,-16384
67265,-11924
67266,-11578
67267,-16342
67268,-11880
67269,-11558
67270,-16324
67271,-11832
67272,-11522
67273,-16352
67274,-11812
67275,-11488
67276,-16364
67277,-11808
67278,-11488
67279,-16362
67280,-11832
67281,-11498
67282,-16358
67283,-11846
67284,-11512
67285,-16354
67286,-11850
67287,-11510
67288,-16334
67289,-11866
67290,-11508
67291,-16318
67292,-11890
67293,-11494
67294,-16334
67295,-11914
67296,-11488
67297,-16324
67298,-11910
67299,-11496
67300,-16310
67301,-11890
67302,-11508
67303,-16262
67304,-11868
67305,-11538
67306,-16224
67307,-11876
67308,-11548
67309,-16214
67310,-11886
67311,-11552
67312,-16188
67313,-11864
67314,-11558
67315,-16182
67316,-11830
67317,-11574
67318,-16184
67319,-11792
67320,-11578
67321,-16216
67322,-11784
67323,-11562
67324,-16236
67325,-11786
67326,-11550
67327,-16236
67328,-11772
67329,-11542
67330,-16244
67331,-11762
67332,-11546
67333,-16276
67334,-11754
67335,-11540
67336,-16328
67337,-11752
67338,-11534
67339,-16356
67340,-11780
67341,-11536
67342,-16366
67343,-11800
67344,-11540
67345,-16350
67346,-11812
67347,-11548
67348,-16338
67349,-11822
67350,-11548
67351,-16336
67352,-11812
67353,-11550
67354,-16316
67355,-11802
67356,-11536
67357,-16294
67358,-11782
67359,-11528
67360,-16278
67361,-11748
67362,-11534
67363,-16282
67364,-11724
67365,-11554
67366,-16294
67367,-11722
67368,-11576
67369,-16280
67370,-11720
67371,-11568
67372,-16254
67373,-11734
67374,-11530
67375,-16250
67376,-11772
67377,-11466
67378,-16228
67379,-11812
67380,-11410
67381,-16186
67382,-11834
67383,-11372
67384,-16144
67385,-11814
67386,-11364
67387,-16100
67388,-11788
67389,-11382
67390,-16088
67391,-11750
67392,-11398
67393,-16100
67394,-11700
67395,-11428
67396,-16124
67397,-11664
67398,-11422
67399,-16150
67400,-11626
67401,-11414
67402,-16162
67403,-11610
67404,-11398
67405,-16172
67406,-11588
67407,-11382
67408,-16188
67409,-11570
67410,-11384
67411,-16216
67412,-11574
67413,-11374
67414,-16216
67415,-11588
67416,-11386
67417,-16190
67418,-11604
67419,-11402
67420,-16166
67421,-11636
67422,-11450
67423,-16148
67424,-11686
67425,-11488
67426,-16150
67427,-11712
67428,-11488
67429,-16146
67430,-11722
67431,-11468
67432,-16148
67433,-11754
67434,-11450
67435,-16146
67436,-11776
67437,-11458
67438,-16142
67439,-11790
67440,-11472
67441,-16134
67442,-11814
67443,-11494
67444,-16136
67445,-11830
67446,-11524
67447,-16168
67448,-11850
67449,-11548
67450,-16192
67451,-11876
67452,-11584
67453,-16222
67454,-11894
67455,-11630
67456,-16276
67457,-11942
67458,-11674
67459,-16364
67460,-12022
67461,-11718
67462,-16442
67463,-12106
67464,-11744
67465,-16496
67466,-12164
67467,-11760
67468,-16524
67469,-12174
67470,-11776
67471,-16506
67472,-12194
67473,-11780
67474,-16520
67475,-12226
67476,-11794
67477,-16494
67478,-12222
67479,-11818
67480,-16474
67481,-12222
67482,-11844
67483,-16472
67484,-12214
67485,-11862
67486,-16446
67487,-12176
67488,-11890
67489,-16424
67490,-12146
67491,-11902
67492,-16412
67493,-12140
67494,-11898
67495,-16456
67496,-12130
67497,-11914
67498,-16464
67499,-12104
67500,-11888
67501,-16474
67502,-12082
67503,-11858
67504,-16520
67505,-12046
67506,-11834
67507,-16556
67508,-12004
67509,-11804
67510,-16586
67511,-11986
67512,-11774
67513,-16558
67514,-11944
67515,-11732
67516,-16496
67517,-11882
67518,-11732
67519,-16400
67520,-11832
67521,-11702
67522,-16314
67523,-11796
67524,-11646
67525,-16272
67526,-11788
67527,-11610
67528,-16258
67529,-11792
67530,-11580
67531,-16278
67532,-11788
67533,-11560
67534,-16280
67535,-11774
67536,-11540
67537,-16296
67538,-11774
67539,-11508
67540,-16318
67541,-11772
67542,-11462
67543,-16344
67544,-11778
67545,-11436
67546,-16354
67547,-11776
67548,-11414
67549,-16352
67550,-11752
67551,-11402
67552,-16342
67553,-11730
67554,-11374
67555,-16298
67556,-11686
67557,-11332
67558,-16262
67559,-11648
67560,-11306
67561,-16176
67562,-11624
67563,-11294
67564,-16102
67565,-11608
67566,-11284
67567,-16046
67568,-11584
67569,-11260
67570,-15994
67571,-11552
67572,-11234
67573,-15974
67574,-11536
67575,-11240
67576,-15962
67577,-11532
67578,-11272
67579,-15968
67580,-11518
67581,-11270
67582,-15958
67583,-11508
67584,-11578
67585,-16460
67586,-11978
67587,-11612
67588,-16456
67589,-12006
67590,-11626
67591,-16418
67592,-12054
67593,-11670
67594,-16378
67595,-12070
67596,-11730
67597,-16374
67598,-12044
67599,-11726
67600,-16422
67601,-12024
67602,-11696
67603,-16480
67604,-11998
67605,-11692
67606,-16466
67607,-11954
67608,-11700
67609,-16432
67610,-11906
67611,-11672
67612,-16428
67613,-11916
67614,-11702
67615,-16446
67616,-11924
67617,-11746
67618,-16486
67619,-11912
67620,-11780
67621,-16520
67622,-11948
67623,-11794
67624,-16508
67625,-12050
67626,-11802
67627,-16478
67628,-12104
67629,-11870
67630,-16484
67631,-12112
67632,-11894
67633,-16474
67634,-12178
67635,-11858
67636,-16500
67637,-12212
67638,-11792
67639,-16558
67640,-12200
67641,-11734
67642,-16596
67643,-12144
67644,-11682
67645,-16574
67646,-12110
67647,-11662
67648,-16520
67649,-12082
67650,-11672
67651,-16484
67652,-12042
67653,-11660
67654,-16460
67655,-12046
67656,-11654
67657,-16472
67658,-12030
67659,-11668
67660,-16480
67661,-12014
67662,-11722
67663,-16444
67664,-12034
67665,-11758
67666,-16436
67667,-12064
67668,-11780
67669,-16464
67670,-12086
67671,-11804
67672,-16490
67673,-12100
67674,-11844
67675,-16522
67676,-12082
67677,-11882
67678,-16516
67679,-12072
67680,-11892
67681,-16510
67682,-12072
67683,-11926
67684,-16546
67685,-12064
67686,-11944
67687,-16554
67688,-12096
67689,-11950
67690,-16558
67691,-12134
67692,-11954
67693,-16594
67694,-12188
67695,-11970
67696,-16586
67697,-12248
67698,-11974
67699,-16582
67700,-12298
67701,-11978
67702,-16624
67703,-12328
67704,-12032
67705,-16620
67706,-12328
67707,-12042
67708,-16608
67709,-12292
67710,-12004
67711,-16692
67712,-12254
67713,-11998
67714,-16776
67715,-12250
67716,-12012
67717,-16810
67718,-12200
67719,-12024
67720,-16864
67721,-12176
67722,-12058
67723,-16892
67724,-12228
67725,-12100
67726,-16892
67727,-12262
67728,-12102
67729,-16876
67730,-12278
