sample_index,value
20198,-11810
20199,-11566
20200,-16366
20201,-11810
20202,-11546
20203,-16356
20204,-11826
20205,-11510
20206,-16358
20207,-11840
20208,-11478
20209,-16344
20210,-11864
20211,-11454
20212,-16344
20213,-11886
20214,-11434
20215,-16348
20216,-11902
20217,-11428
20218,-16346
20219,-11882
20220,-11456
20221,-16346
20222,-11860
20223,-11494
20224,-16314
20225,-11840
20226,-11520
20227,-16282
20228,-11806
20229,-11568
20230,-16256
20231,-11776
20232,-11608
20233,-16264
20234,-11752
20235,-11638
20236,-16294
20237,-11728
20238,-11658
20239,-16346
20240,-11722
20241,-11668
20242,-16404
20243,-11740
20244,-11676
20245,-16442
20246,-11770
20247,-11666
20248,-16458
20249,-11814
20250,-11654
20251,-16426
20252,-11834
20253,-11642
20254,-16390
20255,-11838
20256,-11636
20257,-16362
20258,-11836
20259,-11624
20260,-16340
20261,-11828
20262,-11594
20263,-16320
20264,-11806
20265,-11570
20266,-16302
20267,-11786
20268,-11554
20269,-16268
20270,-11778
20271,-11552
20272,-16242
20273,-11768
20274,-11532
20275,-16244
20276,-11760
20277,-11508
20278,-16224
20279,-11746
20280,-11488
20281,-16228
20282,-11752
20283,-11502
20284,-16230
20285,-11770
20286,-11518
20287,-16244
20288,-11784
20289,-11524
20290,-16292
20291,-11796
20292,-11528
20293,-16346
20294,-11776
20295,-11508
20296,-16410
20297,-11772
20298,-11502
20299,-16410
20300,-11762
20301,-11466
20302,-16394
20303,-11734
20304,-11444
20305,-16356
20306,-11696
20307,-11462
20308,-16298
20309,-11652
20310,-11474
20311,-16252
20312,-11638
20313,-11478
20314,-16214
20315,-11618
20316,-11454
20317,-16174
20318,-11588
20319,-11420
20320,-16088
20321,-11574
20322,-11376
20323,-16024
20324,-11584
20325,-11344
20326,-15958
20327,-11570
20328,-11320
20329,-15912
20330,-11520
20331,-11274
20332,-15906
20333,-11490
20334,-11246
20335,-15932
20336,-11482
20337,-11234
20338,-15978
20339,-11472
20340,-11254
20341,-15990
20342,-11474
20343,-11272
20344,-16014
20345,-11490
20346,-11282
20347,-16064
20348,-11498
20349,-11298
20350,-16104
20351,-11496
20352,-11302
20353,-16126
20354,-11490
20355,-11290
20356,-16104
20357,-11494
20358,-11286
20359,-16050
20360,-11512
20361,-11290
20362,-16014
20363,-11520
20364,-11288
20365,-15964
20366,-11540
20367,-11310
20368,-15922
20369,-11560
20370,-11316
20371,-15892
20372,-11560
20373,-11302
20374,-15874
20375,-11534
20376,-11278
20377,-15862
20378,-11482
20379,-11264
20380,-15842
20381,-11458
20382,-11266
20383,-15834
20384,-11456
20385,-11252
20386,-15810
20387,-11446
20388,-11220
20389,-15820
20390,-11452
20391,-11170
20392,-15840
20393,-11440
20394,-11142
20395,-15856
20396,-11406
20397,-11124
20398,-15854
20399,-11368
20400,-11120
20401,-15826
20402,-11326
20403,-11114
20404,-15816
20405,-11282
20406,-11082
20407,-15798
20408,-11240
20409,-11076
20410,-15816
20411,-11216
20412,-11048
20413,-15834
20414,-11204
20415,-11048
20416,-15830
20417,-11204
20418,-11070
20419,-15820
20420,-11206
20421,-11072
20422,-15802
20423,-11230
20424,-11074
20425,-15800
20426,-11256
20427,-11076
20428,-15794
20429,-11278
20430,-11124
20431,-15820
20432,-11302
20433,-11162
20434,-15826
20435,-11332
20436,-11178
20437,-15854
20438,-11380
20439,-11182
20440,-15910
20441,-11418
20442,-11188
20443,-15958
20444,-11454
20445,-11214
20446,-16006
20447,-11484
20448,-11220
20449,-16024
20450,-11510
20451,-11216
20452,-16018
20453,-11494
20454,-11206
20455,-16000
20456,-11460
20457,-11236
20458,-16004
20459,-11428
20460,-11264
20461,-15986
20462,-11402
20463,-11272
20464,-15970
20465,-11408
20466,-11262
20467,-15948
20468,-11392
20469,-11226
20470,-15914
20471,-11358
20472,-11196
20473,-15950
20474,-11318
20475,-11152
20476,-15988
20477,-11294
20478,-11122
20479,-15984
20480,-11288
20481,-11100
20482,-15934
20483,-11296
20484,-11092
20485,-15906
20486,-11330
20487,-11076
20488,-15906
20489,-11342
20490,-11070
20491,-15902
20492,-11362
20493,-11094
20494,-15902
20495,-11386
20496,-11108
20497,-15900
20498,-11410
20499,-11124
20500,-15930
20501,-11426
20502,-11122
20503,-15952
20504,-11410
20505,-11126
20506,-15982
20507,-11404
20508,-11132
20509,-15978
20510,-11388
20511,-11124
20512,-15978
20513,-11380
20514,-11138
20515,-15986
20516,-11392
20517,-11146
20518,-15972
20519,-11410
20520,-11156
20521,-15974
20522,-11412
20523,-11160
20524,-15952
20525,-11412
20526,-11172
20527,-15950
20528,-11408
20529,-11182
20530,-15950
20531,-11396
20532,-11192
20533,-15964
20534,-11392
20535,-11210
20536,-15986
20537,-11364
20538,-11196
20539,-15972
20540,-11334
20541,-11188
20542,-15936
20543,-11314
20544,-11198
20545,-15892
20546,-11292
20547,-11212
20548,-15860
20549,-11282
20550,-11198
20551,-15800
20552,-11282
20553,-11164
20554,-15748
20555,-11282
20556,-11132
20557,-15710
20558,-11282
20559,-11104
20560,-15700
20561,-11282
20562,-11088
20563,-15698
20564,-11290
20565,-11056
20566,-15688
20567,-11280
20568,-11034
20569,-15706
20570,-11274
20571,-11040
20572,-15720
20573,-11272
20574,-11066
20575,-15750
20576,-11266
20577,-11086
20578,-15786
20579,-11264
20580,-11108
20581,-15818
20582,-11282
20583,-11142
20584,-15866
20585,-11330
20586,-11184
20587,-15912
20588,-11394
20589,-11248
20590,-15946
20591,-11456
20592,-11292
20593,-15988
20594,-11510
20595,-11320
20596,-16060
20597,-11572
20598,-11366
20599,-16108
20600,-11608
20601,-11402
20602,-16144
20603,-11646
20604,-11418
20605,-16172
20606,-11682
20607,-11408
20608,-16176
20609,-11686
20610,-11400
20611,-16166
20612,-11682
20613,-11400
20614,-16148
20615,-11674
20616,-11408
20617,-16142
20618,-11684
20619,-11422
20620,-16106
20621,-11706
20622,-11418
20623,-16074
20624,-11724
20625,-11420
20626,-16072
20627,-11728
20628,-11412
20629,-16080
20630,-11706
20631,-11418
20632,-16088
20633,-11712
20634,-11412
20635,-16088
20636,-11704
20637,-11412
20638,-16102
20639,-11670
20640,-11434
20641,-16122
20642,-11644
20643,-11438
20644,-16144
20645,-11610
20646,-11438
20647,-16160
20648,-11586
20649,-11436
20650,-16184
20651,-11560
20652,-11434
20653,-16224
20654,-11536
20655,-11436
20656,-16230
20657,-11526
20658,-11436
20659,-16204
20660,-11526
20661,-11448
20662,-16196
20663,-11536
20664,-11462
20665,-16190
20666,-11562
20667,-11488
20668,-16192
20669,-11610
20670,-11534
20671,-16208
20672,-11668
20673,-11576
20674,-16224
20675,-11712
20676,-11594
20677,-16250
20678,-11752
20679,-11584
20680,-16264
20681,-11794
20682,-11606
20683,-16306
20684,-11828
20685,-11640
20686,-16344
20687,-11832
20688,-11634
20689,-16384
20690,-11824
20691,-11640
20692,-16438
20693,-11814
20694,-11662
20695,-16468
20696,-11798
20697,-11680
20698,-16470
20699,-11776
20700,-11686
20701,-16420
20702,-11768
20703,-11664
20704,-16386
20705,-11784
20706,-11672
20707,-16372
20708,-11796
20709,-11696
20710,-16360
20711,-11820
20712,-11686
20713,-16366
20714,-11842
20715,-11666
20716,-16362
20717,-11860
20718,-11626
20719,-16388
20720,-11850
20721,-11574
20722,-16422
20723,-11832
20724,-11526
20725,-16440
20726,-11822
20727,-11484
20728,-16432
20729,-11798
20730,-11482
20731,-16394
20732,-11784
20733,-11480
20734,-16376
20735,-11806
20736,-11388
20737,-16030
20738,-11604
20739,-11376
20740,-16024
20741,-11626
20742,-11350
20743,-16048
20744,-11646
20745,-11372
20746,-16072
20747,-11664
20748,-11398
20749,-16060
20750,-11704
20751,-11418
20752,-16032
20753,-11720
20754,-11430
20755,-16036
20756,-11724
20757,-11420
20758,-16062
20759,-11708
20760,-11396
20761,-16068
20762,-11644
20763,-11386
20764,-16050
20765,-11600
20766,-11356
20767,-16008
20768,-11570
20769,-11298
20770,-16006
20771,-11548
20772,-11264
20773,-16002
20774,-11524
20775,-11230
20776,-16030
20777,-11520
20778,-11234
20779,-16062
20780,-11524
20781,-11256
20782,-16074
20783,-11532
20784,-11286
20785,-16096
20786,-11552
20787,-11350
20788,-16110
20789,-11590
20790,-11402
20791,-16148
20792,-11664
20793,-11438
20794,-16178
20795,-11696
20796,-11480
20797,-16196
20798,-11730
20799,-11504
20800,-16214
20801,-11804
20802,-11520
20803,-16248
20804,-11844
20805,-11544
20806,-16260
20807,-11860
20808,-11560
20809,-16256
20810,-11896
20811,-11566
20812,-16270
20813,-11918
20814,-11554
20815,-16254
20816,-11876
20817,-11566
20818,-16248
20819,-11832
20820,-11582
20821,-16270
20822,-11832
20823,-11554
20824,-16314
20825,-11832
20826,-11542
20827,-16308
20828,-11806
20829,-11500
20830,-16288
20831,-11806
20832,-11450
20833,-16296
20834,-11778
20835,-11436
20836,-16300
20837,-11732
20838,-11438
20839,-16306
20840,-11748
20841,-11442
20842,-16302
20843,-11750
20844,-11426
20845,-16316
20846,-11712
20847,-11446
20848,-16332
20849,-11696
20850,-11490
20851,-16376
20852,-11744
20853,-11522
20854,-16402
20855,-11782
20856,-11548
20857,-16404
20858,-11818
20859,-11578
20860,-16374
20861,-11878
20862,-11602
20863,-16326
20864,-11942
20865,-11638
20866,-16340
20867,-11990
20868,-11682
20869,-16366
20870,-12026
20871,-11688
20872,-16410
20873,-12050
20874,-11710
20875,-16438
20876,-12030
20877,-11738
20878,-16470
20879,-12046
20880,-11712
20881,-16508
20882,-12082
20883,-11674
20884,-16504
20885,-12072
20886,-11662
20887,-16520
20888,-12038
20889,-11662
20890,-16588
20891,-12042
20892,-11660
20893,-16668
20894,-12048
20895,-11646
20896,-16706
20897,-12016
20898,-11654
20899,-16718
20900,-12020
20901,-11698
20902,-16730
20903,-12006
20904,-11744
20905,-16732
20906,-12002
20907,-11806
20908,-16720
20909,-12026
20910,-11860
20911,-16694
20912,-12074
20913,-11904
20914,-16654
20915,-12138
20916,-11920
20917,-16610
20918,-12164
20919,-11924
20920,-16598
20921,-12234
20922,-11918
20923,-16616
20924,-12268
20925,-11864
20926,-16612
20927,-12278
20928,-11836
20929,-16614
20930,-12280
20931,-11812
20932,-16600
20933,-12264
20934,-11754
20935,-16590
20936,-12254
20937,-11722
20938,-16568
20939,-12212
20940,-11708
20941,-16506
20942,-12178
20943,-11716
20944,-16466
20945,-12124
20946,-11700
20947,-16440
20948,-12086
20949,-11672
20950,-16398
20951,-12062
20952,-11654
20953,-16384
20954,-12026
20955,-11634
20956,-16398
20957,-11988
20958,-11620
20959,-16406
20960,-11938
20961,-11610
20962,-16408
20963,-11884
20964,-11612
20965,-16392
20966,-11854
20967,-11602
20968,-16364
20969,-11848
20970,-11592
20971,-16376
20972,-11848
20973,-11588
20974,-16388
20975,-11862
20976,-11596
20977,-16394
20978,-11892
20979,-11614
20980,-16370
20981,-11954
20982,-11630
20983,-16358
20984,-11990
20985,-11658
20986,-16378
20987,-12008
20988,-11682
20989,-16386
20990,-12046
20991,-11708
20992,-16452
20993,-12076
20994,-11734
20995,-16500
20996,-12064
20997,-11756
20998,-16502
20999,-12068
21000,-11776
21001,-16478
21002,-12056
21003,-11770
21004,-16466
21005,-12008
21006,-11784
21007,-16466
21008,-12002
21009,-11820
21010,-16466
21011,-12036
21012,-11844
21013,-16498
21014,-12080
21015,-11850
21016,-16496
21017,-12100
21018,-11826
21019,-16508
21020,-12098
21021,-11798
21022,-16540
21023,-12062
21024,-11748
21025,-16524
21026,-12030
21027,-11698
21028,-16532
21029,-11982
21030,-11676
21031,-16498
21032,-11932
21033,-11662
21034,-16430
21035,-11898
21036,-11630
21037,-16398
21038,-11812
21039,-11582
21040,-16326
21041,-11736
21042,-11568
21043,-16278
21044,-11698
21045,-11562
21046,-16286
21047,-11686
21048,-11574
21049,-16292
21050,-11672
21051,-11572
21052,-16252
21053,-11664
21054,-11566
21055,-16230
21056,-11694
21057,-11576
21058,-16240
21059,-11696
21060,-11568
21061,-16260
21062,-11686
21063,-11568
21064,-16264
21065,-11720
21066,-11564
21067,-16242
21068,-11760
21069,-11560
21070,-16220
21071,-11778
21072,-11572
21073,-16210
21074,-11794
21075,-11596
21076,-16240
21077,-11820
21078,-11602
21079,-16272
21080,-11820
21081,-11620
21082,-16310
21083,-11804
21084,-11656
21085,-16340
21086,-11822
21087,-11676
21088,-16398
21089,-11820
21090,-11706
21091,-16458
21092,-11816
21093,-11728
21094,-16470
21095,-11870
21096,-11744
21097,-16484
21098,-11920
21099,-11766
21100,-16500
21101,-11932
21102,-11796
21103,-16522
21104,-11952
21105,-11816
21106,-16556
21107,-11990
21108,-11822
21109,-16580
21110,-12016
21111,-11842
21112,-16556
21113,-12046
21114,-11874
21115,-16538
21116,-12070
21117,-11892
21118,-16554
21119,-12066
21120,-11884
21121,-16544
21122,-12080
21123,-11882
21124,-16520
21125,-12074
21126,-11860
21127,-16470
21128,-12060
21129,-11840
21130,-16448
21131,-12046
21132,-11836
21133,-16450
21134,-12040
21135,-11798
21136,-16424
21137,-12034
21138,-11736
21139,-16402
21140,-11990
21141,-11680
21142,-16366
21143,-11952
21144,-11620
21145,-16318
21146,-11930
21147,-11570
21148,-16298
21149,-11932
21150,-11510
21151,-16270
21152,-11902
21153,-11462
21154,-16228
21155,-11864
21156,-11448
21157,-16198
21158,-11818
21159,-11444
21160,-16134
21161,-11786
21162,-11440
21163,-16072
21164,-11768
21165,-11460
21166,-15978
21167,-11726
21168,-11500
21169,-15920
21170,-11700
21171,-11506
21172,-15934
21173,-11674
21174,-11512
21175,-15976
21176,-11660
21177,-11504
21178,-16042
21179,-11650
21180,-11474
21181,-16110
21182,-11644
21183,-11456
21184,-16168
21185,-11612
21186,-11438
21187,-16208
21188,-11602
21189,-11408
21190,-16240
21191,-11608
21192,-11386
21193,-16234
21194,-11588
21195,-11380
21196,-16214
21197,-11624
21198,-11378
21199,-16196
21200,-11656
21201,-11398
21202,-16150
21203,-11660
21204,-11418
21205,-16136
21206,-11662
21207,-11434
21208,-16162
21209,-11666
21210,-11428
21211,-16216
21212,-11676
21213,-11396
21214,-16238
21215,-11654
21216,-11404
21217,-16252
21218,-11648
21219,-11398
21220,-16278
21221,-11666
21222,-11396
21223,-16310
21224,-11690
21225,-11426
21226,-16352
21227,-11710
21228,-11438
21229,-16320
21230,-11750
21231,-11440
21232,-16296
21233,-11794
21234,-11458
21235,-16274
21236,-11808
21237,-11498
21238,-16250
21239,-11846
21240,-11542
21241,-16260
21242,-11850
21243,-11574
21244,-16268
21245,-11812
21246,-11558
21247,-16268
21248,-11782
21249,-11514
21250,-16260
21251,-11758
21252,-11472
21253,-16248
21254,-11706
21255,-11428
21256,-16206
21257,-11642
21258,-11402
21259,-16152
21260,-11610
21261,-11370
21262,-16094
21263,-11556
21264,-11318
21265,-15992
21266,-11500
21267,-11242
21268,-15904
21269,-11464
21270,-11196
21271,-15822
21272,-11420
21273,-11164
21274,-15746
21275,-11406
21276,-11108
21277,-15712
21278,-11384
21279,-11072
21280,-15666
21281,-11342
21282,-11058
21283,-15648
21284,-11346
21285,-11048
21286,-15644
21287,-11350
21288,-11048
21289,-15674
21290,-11336
21291,-11074
21292,-15686
21293,-11330
21294,-11110
21295,-15666
21296,-11330
21297,-11108
21298,-15688
21299,-11340
21300,-11108
21301,-15700
21302,-11320
21303,-11110
21304,-15702
21305,-11296
21306,-11090
21307,-15706
21308,-11270
21309,-11094
21310,-15712
21311,-11204
21312,-11098
21313,-15684
21314,-11180
21315,-11086
21316,-15652
21317,-11166
21318,-11064
21319,-15622
21320,-11150
21321,-11060
21322,-15622
21323,-11174
21324,-11104
21325,-15670
21326,-11202
21327,-11162
21328,-15708
21329,-11254
21330,-11232
21331,-15762
21332,-11312
21333,-11292
21334,-15842
21335,-11398
21336,-11330
21337,-15948
21338,-11468
21339,-11378
21340,-16054
21341,-11504
21342,-11432
21343,-16126
21344,-11574
21345,-11464
21346,-16170
21347,-11596
21348,-11478
21349,-16178
21350,-11596
21351,-11476
21352,-16186
21353,-11594
21354,-11466
21355,-16174
21356,-11586
21357,-11474
21358,-16184
21359,-11558
21360,-11486
21361,-16154
21362,-11544
21363,-11476
21364,-16116
21365,-11556
21366,-11444
21367,-16124
21368,-11558
21369,-11442
21370,-16138
21371,-11584
21372,-11462
21373,-16174
21374,-11654
21375,-11496
21376,-16184
21377,-11726
21378,-11524
21379,-16196
21380,-11762
21381,-11546
21382,-16202
21383,-11808
21384,-11560
21385,-16230
21386,-11854
21387,-11580
21388,-16244
21389,-11880
21390,-11642
21391,-16278
21392,-11888
21393,-11662
21394,-16334
21395,-11886
21396,-11656
21397,-16344
21398,-11876
21399,-11634
21400,-16358
21401,-11830
21402,-11616
21403,-16364
21404,-11814
21405,-11594
21406,-16380
21407,-11764
21408,-11556
21409,-16372
21410,-11686
21411,-11528
21412,-16334
21413,-11668
21414,-11492
21415,-16296
21416,-11650
21417,-11472
21418,-16248
21419,-11626
21420,-11432
21421,-16192
21422,-11594
21423,-11416
21424,-16132
21425,-11560
21426,-11382
21427,-16120
21428,-11552
21429,-11320
21430,-16092
21431,-11548
21432,-11288
21433,-16072
21434,-11534
21435,-11274
21436,-16074
21437,-11542
21438,-11262
21439,-16082
21440,-11562
21441,-11250
21442,-16130
21443,-11596
21444,-11266
21445,-16138
21446,-11658
21447,-11288
21448,-16170
21449,-11732
21450,-11332
21451,-16228
21452,-11780
21453,-11394
21454,-16254
21455,-11810
21456,-11480
21457,-16238
21458,-11832
21459,-11552
21460,-16210
21461,-11844
21462,-11578
21463,-16210
21464,-11840
21465,-11612
21466,-16186
21467,-11824
21468,-11604
21469,-16170
21470,-11816
21471,-11560
21472,-16140
21473,-11770
21474,-11524
21475,-16110
21476,-11718
21477,-11478
21478,-16106
21479,-11702
21480,-11448
21481,-16114
21482,-11692
21483,-11414
21484,-16146
21485,-11660
21486,-11386
21487,-16146
21488,-11646
21489,-11358
21490,-16150
21491,-11628
21492,-11336
21493,-16150
21494,-11592
21495,-11322
21496,-16166
21497,-11570
21498,-11326
21499,-16176
21500,-11542
21501,-11320
21502,-16138
21503,-11506
21504,-11014
21505,-15826
21506,-11306
21507,-10980
21508,-15776
21509,-11286
21510,-10972
21511,-15728
21512,-11256
21513,-10966
21514,-15678
21515,-11220
21516,-10958
21517,-15682
21518,-11202
21519,-10926
21520,-15670
21521,-11202
21522,-10934
21523,-15692
21524,-11226
21525,-10948
21526,-15734
21527,-11264
21528,-10946
21529,-15780
21530,-11278
21531,-10954
21532,-15808
21533,-11298
21534,-10964
21535,-15810
21536,-11342
21537,-10980
21538,-15806
21539,-11372
21540,-11002
21541,-15752
21542,-11360
21543,-11028
21544,-15714
21545,-11328
21546,-11060
21547,-15686
21548,-11294
21549,-11088
21550,-15642
21551,-11274
21552,-11118
21553,-15610
21554,-11234
21555,-11132
21556,-15604
21557,-11190
21558,-11124
21559,-15620
21560,-11166
21561,-11102
21562,-15646
21563,-11170
21564,-11078
21565,-15698
21566,-11204
21567,-11074
21568,-15742
21569,-11248
21570,-11094
21571,-15764
21572,-11286
21573,-11110
21574,-15752
21575,-11302
21576,-11130
21577,-15720
21578,-11330
21579,-11154
21580,-15732
21581,-11364
21582,-11148
21583,-15750
21584,-11384
21585,-11162
21586,-15764
21587,-11390
21588,-11186
21589,-15762
21590,-11374
21591,-11192
21592,-15748
21593,-11372
21594,-11190
21595,-15740
21596,-11392
21597,-11196
21598,-15756
21599,-11432
21600,-11178
21601,-15766
21602,-11446
21603,-11150
21604,-15762
21605,-11440
21606,-11144
21607,-15792
21608,-11454
21609,-11144
21610,-15822
21611,-11460
21612,-11180
21613,-15842
21614,-11462
21615,-11212
21616,-15858
21617,-11452
21618,-11242
21619,-15910
21620,-11456
21621,-11270
21622,-15954
21623,-11462
21624,-11292
21625,-15990
21626,-11472
21627,-11308
21628,-16026
21629,-11510
21630,-11300
21631,-16058
21632,-11554
21633,-11306
21634,-16078
21635,-11586
21636,-11292
21637,-16094
21638,-11606
21639,-11286
21640,-16126
21641,-11640
21642,-11334
21643,-16142
21644,-11680
21645,-11380
21646,-16170
21647,-11710
21648,-11424
21649,-16178
21650,-11734
21651,-11464
21652,-16198
21653,-11752
21654,-11496
21655,-16210
21656,-11790
21657,-11522
21658,-16198
21659,-11818
21660,-11522
21661,-16210
21662,-11848
21663,-11520
21664,-16206
21665,-11898
21666,-11522
21667,-16210
21668,-11910
21669,-11502
21670,-16224
21671,-11902
21672,-11458
21673,-16246
21674,-11904
21675,-11416
21676,-16244
21677,-11886
21678,-11388
21679,-16214
21680,-11852
21681,-11368
21682,-16194
21683,-11810
21684,-11366
21685,-16150
21686,-11776
21687,-11384
21688,-16104
21689,-11744
21690,-11400
21691,-16072
21692,-11714
21693,-11402
21694,-16052
21695,-11666
21696,-11390
21697,-16048
21698,-11632
21699,-11366
21700,-16056
21701,-11592
21702,-11358
21703,-16100
21704,-11542
21705,-11366
21706,-16126
21707,-11528
21708,-11392
21709,-16166
21710,-11514
21711,-11430
21712,-16208
21713,-11528
21714,-11474
21715,-16240
21716,-11560
21717,-11510
21718,-16282
21719,-11602
21720,-11550
21721,-16312
21722,-11656
21723,-11598
21724,-16342
21725,-11736
21726,-11624
21727,-16376
21728,-11814
21729,-11642
21730,-16428
21731,-11866
21732,-11642
21733,-16482
21734,-11904
21735,-11624
21736,-16500
21737,-11916
21738,-11608
21739,-16484
21740,-11920
21741,-11608
21742,-16486
21743,-11928
21744,-11612
21745,-16482
21746,-11936
21747,-11600
21748,-16460
21749,-11940
21750,-11590
21751,-16446
21752,-11942
21753,-11572
21754,-16408
21755,-11934
21756,-11550
21757,-16350
21758,-11912
21759,-11562
21760,-16296
21761,-11882
21762,-11564
21763,-16282
21764,-11880
21765,-11566
21766,-16296
21767,-11882
21768,-11560
21769,-16268
21770,-11836
21771,-11550
21772,-16244
21773,-11794
21774,-11536
21775,-16258
21776,-11752
21777,-11506
21778,-16286
21779,-11706
21780,-11492
21781,-16320
21782,-11682
21783,-11488
21784,-16360
21785,-11660
21786,-11492
21787,-16390
21788,-11654
21789,-11490
21790,-16396
21791,-11678
21792,-11506
21793,-16398
21794,-11726
21795,-11538
21796,-16382
21797,-11788
21798,-11582
21799,-16336
21800,-11844
21801,-11634
21802,-16310
21803,-11904
21804,-11648
21805,-16332
21806,-11944
21807,-11640
21808,-16384
21809,-11974
21810,-11618
21811,-16440
21812,-11984
21813,-11600
21814,-16480
21815,-11976
21816,-11580
21817,-16510
21818,-11968
21819,-11564
21820,-16496
21821,-11970
21822,-11550
21823,-16492
21824,-11994
21825,-11542
21826,-16506
21827,-12006
21828,-11576
21829,-16484
21830,-12012
21831,-11604
21832,-16464
21833,-12018
21834,-11626
21835,-16440
21836,-12032
21837,-11646
21838,-16406
21839,-12060
21840,-11666
21841,-16362
21842,-12078
21843,-11684
21844,-16324
21845,-12064
21846,-11688
21847,-16322
21848,-12048
21849,-11698
21850,-16378
21851,-12034
21852,-11690
21853,-16496
21854,-12012
21855,-11678
21856,-16568
21857,-12014
21858,-11642
21859,-16544
21860,-12018
21861,-11612
21862,-16494
21863,-12008
21864,-11604
21865,-16460
21866,-12002
21867,-11604
21868,-16452
21869,-12010
21870,-11634
21871,-16458
21872,-12002
21873,-11650
21874,-16440
21875,-12000
21876,-11684
21877,-16446
21878,-12016
21879,-11720
21880,-16454
21881,-12036
21882,-11756
21883,-16474
21884,-12082
21885,-11808
21886,-16490
21887,-12120
21888,-11828
21889,-16500
21890,-12146
21891,-11824
21892,-16538
21893,-12148
21894,-11806
21895,-16528
21896,-12176
21897,-11806
21898,-16540
21899,-12208
21900,-11782
21901,-16540
21902,-12202
21903,-11754
21904,-16522
21905,-12168
21906,-11724
21907,-16512
21908,-12110
21909,-11684
21910,-16506
21911,-12062
21912,-11680
21913,-16528
21914,-12004
21915,-11700
21916,-16488
21917,-11958
21918,-11728
21919,-16458
21920,-11946
21921,-11746
21922,-16462
21923,-11972
21924,-11766
21925,-16480
21926,-12002
21927,-11776
21928,-16518
21929,-12014
21930,-11800
21931,-16534
21932,-12034
21933,-11818
21934,-16566
21935,-12060
21936,-11814
21937,-16584
21938,-12092
21939,-11826
21940,-16590
21941,-12128
21942,-11822
21943,-16604
21944,-12146
21945,-11818
21946,-16608
21947,-12170
21948,-11812
21949,-16586
21950,-12182
21951,-11790
21952,-16572
21953,-12162
21954,-11766
21955,-16576
21956,-12156
21957,-11718
21958,-16574
21959,-12164
21960,-11710
21961,-16590
21962,-12178
21963,-11712
21964,-16580
21965,-12174
21966,-11718
21967,-16558
21968,-12162
21969,-11756
21970,-16528
21971,-12160
21972,-11784
21973,-16502
21974,-12166
21975,-11816
21976,-16470
21977,-12158
21978,-11822
21979,-16444
21980,-12126
21981,-11800
21982,-16458
21983,-12106
21984,-11746
21985,-16458
21986,-12070
21987,-11692
21988,-16452
21989,-12046
21990,-11656
21991,-16450
21992,-12054
21993,-11616
21994,-16456
21995,-12050
21996,-11570
21997,-16464
21998,-12036
21999,-11516
22000,-16460
22001,-12006
22002,-11488
22003,-16464
22004,-11958
22005,-11470
22006,-16456
22007,-11946
22008,-11462
22009,-16454
22010,-11954
22011,-11458
22012,-16410
22013,-11938
22014,-11490
22015,-16358
22016,-11920
22017,-11520
22018,-16360
22019,-11910
22020,-11554
22021,-16400
22022,-11894
22023,-11586
22024,-16436
22025,-11868
22026,-11580
22027,-16428
22028,-11834
22029,-11574
22030,-16408
22031,-11812
22032,-11530
22033,-16346
22034,-11804
22035,-11502
22036,-16308
22037,-11806
22038,-11464
22039,-16294
22040,-11794
22041,-11394
22042,-16262
22043,-11758
22044,-11330
22045,-16192
22046,-11720
22047,-11254
22048,-16102
22049,-11682
22050,-11210
22051,-16060
22052,-11644
22053,-11180
22054,-15992
22055,-11590
22056,-11172
22057,-15920
22058,-11522
22059,-11180
22060,-15880
22061,-11460
22062,-11178
22063,-15860
22064,-11432
22065,-11182
22066,-15872
22067,-11434
22068,-11170
22069,-15886
22070,-11424
22071,-11190
22072,-15888
22073,-11398
22074,-11196
22075,-15870
22076,-11392
22077,-11192
22078,-15894
22079,-11412
22080,-11206
22081,-15920
22082,-11452
22083,-11224
22084,-15938
22085,-11500
22086,-11258
22087,-15960
22088,-11544
22089,-11286
22090,-15972
22091,-11582
22092,-11306
22093,-16008
22094,-11606
22095,-11324
22096,-16018
22097,-11612
22098,-11346
22099,-16030
22100,-11618
22101,-11352
22102,-16046
22103,-11620
22104,-11344
22105,-16064
22106,-11634
22107,-11346
22108,-16082
22109,-11662
22110,-11340
22111,-16096
22112,-11670
22113,-11342
22114,-16102
22115,-11660
22116,-11354
22117,-16102
22118,-11660
22119,-11336
22120,-16100
22121,-11648
22122,-11318
22123,-16104
22124,-11640
22125,-11310
22126,-16100
22127,-11644
22128,-11316
22129,-16098
22130,-11650
22131,-11352
22132,-16110
22133,-11654
22134,-11378
22135,-16108
22136,-11672
22137,-11392
22138,-16108
22139,-11684
22140,-11412
22141,-16128
22142,-11688
22143,-11438
22144,-16150
22145,-11704
22146,-11472
22147,-16150
22148,-11732
22149,-11490
22150,-16168
22151,-11738
22152,-11494
22153,-16188
22154,-11708
22155,-11482
22156,-16192
22157,-11706
22158,-11464
22159,-16202
22160,-11696
22161,-11452
22162,-16208
22163,-11720
22164,-11446
22165,-16236
22166,-11750
22167,-11440
22168,-16266
22169,-11750
22170,-11424
22171,-16276
22172,-11772
22173,-11420
22174,-16292
22175,-11790
22176,-11434
22177,-16324
22178,-11822
22179,-11464
22180,-16362
22181,-11832
22182,-11508
22183,-16374
22184,-11850
22185,-11554
22186,-16364
22187,-11852
22188,-11584
22189,-16340
22190,-11808
22191,-11606
22192,-16336
22193,-11780
22194,-11620
22195,-16314
22196,-11756
